date;daily_avg_temperature;sunshine_duration;rainfall_duration;avg_air_pressure;avg_cloudiness
19980815;174;27;0;10159;6
19980816;155;85;0;10214;4
19980817;178;64;0;10168;5
19980818;178;66;12;10180;5
19980819;152;112;0;10208;5
19980820;169;58;0;10135;6
19980821;160;33;70;10019;6
19980822;143;41;23;10080;5
19980823;144;14;65;10098;7
19980824;147;17;42;10090;6
19980825;143;29;0;10184;7
19980826;124;14;79;10144;7
19980827;120;59;27;10188;5
19980828;126;3;0;10207;7
19980829;136;27;0;10208;7
19980830;137;32;48;10191;6
19980831;132;35;0;10185;4
19980901;154;20;31;10160;7
19980902;170;7;35;10134;8
19980903;180;0;59;10090;8
19980904;171;25;30;10095;7
19980905;168;28;45;10036;7
19980906;167;36;0;10075;6
19980907;175;17;34;10061;7
19980908;169;30;33;10049;7
19980909;173;18;44;10011;6
19980910;174;70;1;10019;5
19980911;147;53;30;10012;6
19980912;120;31;51;9954;7
19980913;83;0;73;9907;6
19980914;102;0;166;9925;7
19980915;140;27;42;10018;7
19980916;133;45;52;10027;7
19980917;131;10;37;10106;7
19980918;138;38;0;10237;6
19980919;166;55;20;10298;6
19980920;163;38;0;10344;5
19980921;146;93;0;10335;1
19980922;136;99;0;10275;2
19980923;131;102;0;10234;2
19980924;146;106;0;10179;1
19980925;172;55;0;10121;6
19980926;173;62;4;10033;6
19980927;158;60;6;10005;4
19980928;146;24;0;10035;6
19980929;143;15;11;10068;5
19980930;139;14;38;10036;5
19981001;120;0;0;10079;8
19981002;71;0;0;10126;8
19981003;55;0;3;10126;8
19981004;69;0;58;10079;8
19981005;77;0;38;10117;8
19981006;82;23;12;10171;7
19981007;78;0;45;10164;8
19981008;84;0;102;10188;7
19981009;81;16;22;10180;5
19981010;116;9;50;10071;7
19981011;112;5;60;10070;6
19981012;108;43;24;10088;5
19981013;107;13;53;10164;7
19981014;137;0;103;10139;6
19981015;110;46;0;10203;6
19981016;124;40;0;10143;8
19981017;131;16;46;10013;7
19981018;66;39;8;10173;3
19981019;57;70;7;10161;3
19981020;78;52;29;10191;6
19981021;118;0;43;10131;8
19981022;155;3;7;10164;8
19981023;145;0;79;10094;7
19981024;109;12;69;10000;6
19981025;110;25;61;9909;6
19981026;78;23;35;10067;6
19981027;113;2;139;10039;8
19981028;127;15;84;9961;7
19981029;98;30;31;10053;5
19981030;69;15;75;10103;5
19981031;71;0;127;10049;7
19981101;69;58;70;10001;6
19981102;68;10;62;10019;7
19981103;72;8;143;9899;7
19981104;58;21;55;9997;6
19981105;69;22;91;10108;6
19981106;79;47;4;10209;5
19981107;52;10;0;10275;5
19981108;69;0;54;10188;8
19981109;124;2;82;10143;7
19981110;90;7;29;10145;5
19981111;61;62;14;10221;4
19981112;49;28;0;10108;7
19981113;69;0;96;10051;8
19981114;59;0;104;10004;8
19981115;62;21;47;10107;6
19981116;33;72;0;10227;4
19981117;17;31;0;10300;3
19981118;19;10;55;10262;6
19981119;-6;32;0;10278;2
19981120;-28;67;0;10372;1
19981121;-22;75;0;10383;2
19981122;-41;75;0;10300;2
19981123;-51;73;0;10252;0
19981124;-34;30;0;10219;5
19981125;4;0;4;10178;8
19981126;33;2;45;10164;8
19981127;60;5;9;10170;6
19981128;35;4;31;10166;7
19981129;26;0;63;10158;8
19981130;8;0;0;10297;7
19981201;-3;16;0;10358;7
19981202;-23;0;0;10312;8
19981203;-15;0;0;10206;8
19981204;9;28;37;10076;5
19981205;13;36;45;10073;4
19981206;16;52;11;10179;4
19981207;-7;5;6;10273;4
19981208;-12;0;20;10289;7
19981209;27;0;83;10227;8
19981210;33;0;0;10195;8
19981211;45;0;28;10160;8
19981212;93;0;88;10145;8
19981213;90;33;0;10225;6
19981214;107;2;25;10256;7
19981215;105;0;101;10243;8
19981216;69;33;0;10308;5
19981217;56;42;0;10247;5
19981218;64;0;16;10158;8
19981219;64;14;68;10070;7
19981220;25;58;3;10117;3
19981221;22;38;0;10203;5
19981222;43;9;9;10231;7
19981223;52;0;0;10196;8
19981224;36;43;34;10183;6
19981225;80;0;122;10152;8
19981226;84;22;52;10079;7
19981227;93;0;52;10011;8
19981228;74;0;44;10080;7
19981229;43;40;0;10150;5
19981230;65;57;0;10108;2
19981231;66;14;0;10091;6
19990101;58;19;0;10096;5
19990102;64;0;44;10023;7
19990103;56;0;47;10010;7
19990104;101;0;53;10077;7
19990105;115;38;14;10133;6
19990106;101;63;0;10102;5
19990107;71;9;32;10058;7
19990108;58;0;38;9994;7
19990109;25;49;0;10094;4
19990110;-13;63;0;10155;3
19990111;-18;63;0;10138;2
19990112;2;26;54;10070;7
19990113;36;9;68;10019;7
19990114;61;24;30;10029;6
19990115;84;0;51;10043;8
19990116;77;0;113;9994;8
19990117;54;0;0;10097;6
19990118;46;67;0;10194;4
19990119;80;0;19;10148;8
19990120;100;5;33;10165;8
19990121;82;0;20;10217;8
19990122;22;32;0;10260;3
19990123;37;0;0;10204;7
19990124;71;0;21;10180;8
19990125;103;0;46;10116;8
19990126;57;12;48;10073;6
19990127;51;30;51;10060;6
19990128;51;6;53;10071;7
19990129;-6;44;0;10303;4
19990130;-29;50;0;10403;3
19990131;16;52;0;10406;6
19990201;59;2;9;10363;8
19990202;59;8;0;10371;7
19990203;71;0;5;10323;8
19990204;94;9;9;10210;7
19990205;59;38;36;10103;6
19990206;33;38;61;10069;6
19990207;14;40;52;9991;5
19990208;-2;42;67;10016;5
19990209;-25;2;15;10008;7
19990210;3;58;34;10064;5
19990211;-14;81;0;10201;3
19990212;-40;89;0;10300;1
19990213;-40;89;0;10368;0
19990214;-48;26;38;10301;5
19990215;12;0;7;10201;8
19990216;56;66;26;10076;6
19990217;21;69;44;10089;6
19990218;37;0;33;10148;8
19990219;82;0;73;10112;7
19990220;58;55;0;10136;6
19990221;56;3;49;10006;7
19990222;28;26;67;9958;6
19990223;38;68;40;10068;5
19990224;20;56;4;10117;3
19990225;29;19;0;10182;6
19990226;67;0;23;10130;8
19990227;58;0;31;10097;7
19990228;71;61;16;10159;5
19990301;85;0;131;10076;8
19990302;98;0;110;10039;8
19990303;84;36;5;9912;5
19990304;68;6;5;9881;7
19990305;56;4;10;9909;7
19990306;46;3;30;9970;8
19990307;38;0;33;10000;8
19990308;45;5;71;10026;8
19990309;45;0;32;10034;8
19990310;38;11;4;10124;6
19990311;30;96;0;10173;3
19990312;89;95;0;10119;3
19990313;108;68;0;10152;5
19990314;75;61;0;10249;6
19990315;58;70;0;10303;3
19990316;66;82;0;10310;4
19990317;72;9;30;10295;7
19990318;70;20;30;10221;6
19990319;61;4;3;10235;6
19990320;64;6;13;10238;7
19990321;63;0;55;10054;8
19990322;55;16;40;10071;8
19990323;80;0;50;10085;8
19990324;84;0;0;10105;7
19990325;106;74;3;10006;6
19990326;102;32;45;9990;7
19990327;69;91;0;10063;4
19990328;62;68;0;10155;4
19990329;99;114;0;10179;4
19990330;124;14;22;10179;8
19990331;133;101;0;10196;3
19990401;135;115;0;10164;0
19990402;139;109;0;10159;1
19990403;113;20;92;10196;7
19990404;93;10;0;10244;7
19990405;121;0;12;10250;7
19990406;121;10;5;10178;7
19990407;96;34;14;10148;6
19990408;79;1;0;10232;6
19990409;99;2;5;10235;6
19990410;106;0;15;10166;7
19990411;91;84;0;10148;5
19990412;83;37;89;9948;7
19990413;59;56;53;9967;6
19990414;43;57;26;9960;6
19990415;35;55;12;10013;4
19990416;52;74;0;10056;3
19990417;43;49;18;10082;4
19990418;55;60;3;10138;5
19990419;57;41;0;10178;6
19990420;89;72;26;10089;5
19990421;125;72;50;10010;6
19990422;109;40;23;10073;6
19990423;120;101;0;10112;6
19990424;119;28;0;10139;7
19990425;129;114;0;10166;5
19990426;155;107;0;10155;5
19990427;135;128;0;10220;2
19990428;124;118;0;10238;2
19990429;112;105;0;10185;5
19990430;115;138;0;10163;1
19990501;113;40;0;10189;6
19990502;122;103;0;10218;4
19990503;128;128;0;10215;3
19990504;131;60;0;10164;7
19990505;125;0;81;10127;8
19990506;119;0;54;10153;8
19990507;153;61;19;10110;7
19990508;149;74;0;10110;7
19990509;156;114;0;10159;5
19990510;148;35;16;10118;5
19990511;143;64;20;10114;6
19990512;134;55;6;10100;6
19990513;128;28;12;10101;6
19990514;121;65;10;10107;5
19990515;107;111;12;10181;4
19990516;101;80;0;10213;5
19990517;132;94;0;10195;4
19990518;166;134;0;10158;2
19990519;178;107;0;10117;5
19990520;154;56;34;10096;5
19990521;157;90;7;10124;6
19990522;122;81;20;10164;5
19990523;140;14;0;10203;7
19990524;139;7;0;10195;7
19990525;133;109;0;10194;6
19990526;134;133;0;10197;4
19990527;196;148;0;10177;0
19990528;185;86;0;10194;4
19990529;198;117;17;10174;3
19990530;153;16;26;10155;7
19990531;138;101;20;10222;5
19990601;157;73;0;10203;4
19990602;180;49;17;10093;6
19990603;161;84;18;10087;5
19990604;142;26;21;10062;7
19990605;125;42;87;10046;7
19990606;133;76;19;10053;5
19990607;127;56;33;10132;6
19990608;129;62;4;10187;5
19990609;134;121;5;10237;3
19990610;137;76;0;10247;6
19990611;127;37;18;10232;6
19990612;132;26;0;10234;5
19990613;162;57;0;10214;5
19990614;173;120;0;10238;2
19990615;175;129;0;10261;2
19990616;187;121;0;10239;2
19990617;168;79;0;10206;4
19990618;136;80;0;10244;4
19990619;159;150;0;10212;3
19990620;144;30;33;10114;5
19990621;120;78;11;10155;4
19990622;122;101;7;10221;4
19990623;135;39;3;10238;6
19990624;144;95;16;10256;4
19990625;143;155;0;10222;1
19990626;173;143;0;10101;3
19990627;181;32;17;10037;7
19990628;151;79;23;10110;6
19990629;168;7;41;10134;7
19990630;165;38;7;10173;6
19990701;157;32;11;10179;7
19990702;182;32;0;10154;6
19990703;202;104;3;10097;5
19990704;192;36;26;10103;7
19990705;173;1;56;10090;8
19990706;177;71;0;10157;6
19990707;178;37;2;10231;5
19990708;188;76;0;10293;4
19990709;197;152;0;10282;1
19990710;215;131;0;10223;4
19990711;234;142;0;10186;2
19990712;228;76;0;10134;4
19990713;198;44;0;10067;6
19990714;170;56;15;10075;7
19990715;165;95;0;10130;4
19990716;171;94;0;10182;5
19990717;184;71;0;10185;5
19990718;218;109;0;10153;2
19990719;223;68;0;10113;4
19990720;208;47;5;10096;5
19990721;170;33;21;10118;6
19990722;147;27;51;10157;7
19990723;154;35;0;10233;7
19990724;200;117;0;10226;2
19990725;202;68;0;10204;4
19990726;170;111;0;10232;3
19990727;163;141;0;10234;1
19990728;190;142;0;10215;0
19990729;216;144;0;10198;1
19990730;231;133;0;10164;1
19990731;228;106;0;10148;5
19990801;228;118;0;10156;3
19990802;238;132;0;10146;1
19990803;220;51;0;10121;5
19990804;219;67;0;10111;5
19990805;206;50;14;10097;6
19990806;209;125;0;10106;4
19990807;178;0;100;10041;6
19990808;177;11;17;10007;6
19990809;186;72;5;10038;5
19990810;173;17;74;10090;8
19990811;155;32;0;10196;6
19990812;142;39;0;10199;5
19990813;166;57;0;10149;6
19990814;161;6;68;10024;7
19990815;159;76;0;10054;5
19990816;152;39;25;10069;6
19990817;148;15;9;10058;7
19990818;160;44;29;9991;6
19990819;153;39;65;10067;6
19990820;156;34;21;10175;6
19990821;135;26;5;10236;5
19990822;125;31;0;10235;5
19990823;144;105;0;10207;5
19990824;171;65;0;10184;6
19990825;226;43;0;10132;7
19990826;202;63;8;10123;6
19990827;173;26;0;10186;6
19990828;167;110;0;10235;3
19990829;165;90;0;10216;3
19990830;166;53;0;10183;5
19990831;165;25;0;10189;7
19990901;172;0;0;10226;7
19990902;178;76;0;10240;3
19990903;185;108;0;10206;2
19990904;185;52;0;10194;3
19990905;193;122;0;10143;0
19990906;186;77;5;10103;3
19990907;178;15;0;10136;5
19990908;185;69;0;10192;4
19990909;181;48;0;10234;4
19990910;191;67;0;10261;3
19990911;218;115;0;10184;1
19990912;198;84;0;10143;3
19990913;189;81;0;10116;4
19990914;184;0;0;10126;7
19990915;173;0;53;10124;7
19990916;161;59;0;10103;5
19990917;152;16;0;10085;5
19990918;147;86;0;10086;3
19990919;179;30;0;10003;7
19990920;176;20;15;9958;7
19990921;152;36;5;10002;4
19990922;170;11;13;10046;6
19990923;184;61;16;10083;6
19990924;173;74;27;10128;4
19990925;163;75;0;10087;4
19990926;153;33;10;10041;6
19990927;145;6;37;10018;7
19990928;148;18;5;10021;7
19990929;160;40;42;9988;7
19990930;146;12;42;9938;7
19991001;140;29;8;10004;7
19991002;127;8;23;9967;6
19991003;104;33;42;10012;5
19991004;101;15;64;10107;7
19991005;93;56;8;10222;4
19991006;102;29;0;10272;6
19991007;104;9;11;10254;7
19991008;129;1;48;10198;7
19991009;149;0;6;10198;8
19991010;151;5;51;10211;7
19991011;123;36;9;10247;6
19991012;96;82;0;10291;4
19991013;86;79;0;10294;3
19991014;106;3;0;10272;7
19991015;104;0;0;10249;5
19991016;82;99;0;10243;1
19991017;65;99;0;10245;1
19991018;60;95;0;10230;0
19991019;58;93;0;10172;1
19991020;58;88;0;10116;2
19991021;55;0;12;10032;7
19991022;107;5;30;10002;7
19991023;135;70;7;9976;4
19991024;124;20;8;9913;5
19991025;122;12;11;9971;5
19991026;128;19;3;10126;7
19991027;117;24;0;10236;6
19991028;111;23;0;10240;7
19991029;99;12;0;10255;7
19991030;141;51;13;10098;6
19991031;117;70;0;10176;2
19991101;131;10;9;10133;7
19991102;110;12;3;10180;5
19991103;86;53;0;10293;4
19991104;83;47;0;10246;5
19991105;82;37;19;10059;7
19991106;85;0;155;10037;8
19991107;99;5;36;10224;7
19991108;93;0;33;10291;8
19991109;96;30;13;10330;6
19991110;86;50;0;10336;4
19991111;63;56;0;10349;2
19991112;34;78;0;10315;0
19991113;37;37;9;10240;5
19991114;78;14;17;10180;6
19991115;2;75;0;10236;2
19991116;2;17;32;10142;7
19991117;37;25;48;10091;6
19991118;21;26;67;10033;5
19991119;28;44;15;10125;5
19991120;17;10;21;10195;5
19991121;15;28;27;10178;7
19991122;57;5;48;10117;8
19991123;76;26;6;10200;6
19991124;87;0;0;10253;8
19991125;89;0;36;10266;8
19991126;83;0;0;10230;6
19991127;72;21;30;10217;6
19991128;92;0;0;10207;8
19991129;84;5;0;10221;7
19991130;87;24;0;10219;8
19991201;100;29;8;10159;5
19991202;74;38;0;10183;6
19991203;79;0;26;10057;6
19991204;43;38;26;10070;5
19991205;32;51;11;10206;3
19991206;77;0;35;10149;8
19991207;91;5;75;10077;7
19991208;76;5;20;10057;6
19991209;76;31;20;9947;4
19991210;64;9;49;9991;6
19991211;82;0;78;9909;8
19991212;78;0;74;9865;7
19991213;56;32;73;9986;7
19991214;24;9;39;9957;6
19991215;6;25;33;10092;6
19991216;14;13;7;10204;5
19991217;53;0;87;10094;7
19991218;26;19;0;10126;6
19991219;3;32;22;10150;5
19991220;12;26;0;10249;6
19991221;1;0;0;10290;5
19991222;1;25;36;10241;6
19991223;60;35;22;10180;6
19991224;76;0;87;10036;8
19991225;70;32;21;9888;5
19991226;52;7;78;9843;7
19991227;38;24;40;9892;6
19991228;15;13;5;9977;6
19991229;32;5;12;10119;5
19991230;29;10;41;10188;7
19991231;39;0;0;10200;8
20000101;61;0;20;10240;7
20000102;73;0;0;10267;8
20000103;84;0;64;10203;8
20000104;64;0;82;10142;7
20000105;44;65;0;10183;3
20000106;72;10;19;10152;6
20000107;61;0;0;10199;7
20000108;54;8;27;10173;6
20000109;8;57;0;10257;1
20000110;-8;58;0;10357;3
20000111;21;29;0;10352;6
20000112;7;67;0;10276;5
20000113;20;13;0;10173;7
20000114;29;0;0;10215;8
20000115;32;33;0;10351;7
20000116;54;0;9;10358;8
20000117;64;5;1;10305;7
20000118;66;16;10;10269;7
20000119;39;0;3;10321;7
20000120;52;0;31;10293;7
20000121;52;19;3;10257;6
20000122;47;17;52;10115;6
20000123;11;9;0;10188;6
20000124;-28;77;0;10254;3
20000125;5;31;0;10283;5
20000126;24;45;0;10313;7
20000127;24;0;0;10270;7
20000128;32;0;18;10135;7
20000129;90;0;65;9961;8
20000130;91;1;1;10098;7
20000131;97;0;30;10184;8
20000201;90;7;21;10163;8
20000202;74;44;71;10171;4
20000203;64;27;0;10308;5
20000204;76;0;33;10308;8
20000205;84;75;0;10272;5
20000206;76;0;13;10183;8
20000207;79;35;68;10106;7
20000208;86;5;43;10035;5
20000209;65;13;0;10183;6
20000210;58;15;61;10163;5
20000211;46;77;0;10267;1
20000212;45;31;34;10183;4
20000213;52;61;0;10175;4
20000214;45;45;32;10195;5
20000215;66;26;29;10118;7
20000216;37;63;66;9994;6
20000217;36;55;17;10073;6
20000218;49;1;78;10008;8
20000219;48;7;13;10087;6
20000220;22;85;0;10275;3
20000221;22;40;14;10274;7
20000222;28;17;0;10248;7
20000223;51;58;0;10232;4
20000224;78;16;94;10202;8
20000225;54;81;51;10250;3
20000226;34;81;0;10305;2
20000227;76;76;0;10203;7
20000228;92;5;25;10108;6
20000229;65;22;65;10036;6
20000301;53;41;23;10046;6
20000302;49;24;100;10149;6
20000303;69;29;71;10034;7
20000304;19;59;32;10210;4
20000305;32;54;5;10305;6
20000306;63;7;0;10257;6
20000307;96;19;37;10205;8
20000308;111;0;50;10175;8
20000309;107;4;29;10206;8
20000310;65;24;26;10244;6
20000311;87;27;39;10182;7
20000312;77;59;0;10257;5
20000313;77;5;0;10240;7
20000314;78;11;56;10195;7
20000315;60;44;9;10287;5
20000316;80;0;5;10299;7
20000317;82;4;0;10298;8
20000318;70;24;44;10297;8
20000319;58;65;10;10339;7
20000320;51;23;0;10294;6
20000321;60;0;0;10232;6
20000322;72;94;0;10171;3
20000323;72;88;0;10139;6
20000324;88;0;38;10082;7
20000325;86;31;14;10114;7
20000326;63;49;36;10085;6
20000327;56;16;8;10113;6
20000328;41;0;0;10175;7
20000329;59;0;0;10154;8
20000330;65;0;0;10110;8
20000331;61;0;0;10066;8
20000401;62;6;23;10038;7
20000402;100;36;21;10010;7
20000403;119;60;0;9906;7
20000404;101;20;3;9921;7
20000405;48;21;0;10131;6
20000406;48;84;0;10301;3
20000407;55;107;0;10331;2
20000408;66;40;0;10237;6
20000409;93;108;0;10147;2
20000410;59;126;0;10124;1
20000411;61;83;0;9957;5
20000412;62;35;54;9889;7
20000413;59;23;25;9920;7
20000414;69;62;0;9992;7
20000415;89;15;38;9946;8
20000416;93;74;2;9985;6
20000417;107;57;31;9990;6
20000418;106;87;0;10073;4
20000419;119;77;0;10098;4
20000420;134;50;0;10124;7
20000421;137;52;7;10141;7
20000422;133;4;60;10108;8
20000423;111;0;76;10096;8
20000424;113;49;0;10131;5
20000425;149;52;0;10110;5
20000426;149;82;5;10083;4
20000427;152;21;8;10100;7
20000428;158;104;0;10061;4
20000429;119;0;20;10157;8
20000430;125;0;7;10218;8
20000501;128;17;0;10227;8
20000502;104;0;0;10230;8
20000503;120;0;0;10206;8
20000504;134;69;0;10199;6
20000505;181;140;0;10157;1
20000506;201;102;0;10139;2
20000507;192;107;3;10147;3
20000508;193;97;0;10173;5
20000509;196;91;0;10176;4
20000510;198;60;0;10168;4
20000511;184;123;0;10187;5
20000512;189;128;0;10201;4
20000513;181;118;0;10222;3
20000514;192;146;0;10230;1
20000515;208;133;0;10187;5
20000516;202;95;33;10126;5
20000517;137;55;14;10107;7
20000518;114;56;23;10063;6
20000519;103;13;33;10063;7
20000520;108;89;2;10116;4
20000521;100;0;70;10073;8
20000522;114;34;5;10148;5
20000523;138;10;44;10163;7
20000524;140;31;106;10127;8
20000525;132;53;43;10096;6
20000526;136;22;29;10116;7
20000527;124;66;6;10082;6
20000528;94;4;128;10010;7
20000529;101;74;28;10116;5
20000530;98;54;7;10143;6
20000531;125;115;0;10192;4
20000601;151;22;23;10187;6
20000602;164;107;0;10187;4
20000603;181;66;55;10177;6
20000604;167;75;3;10167;5
20000605;123;23;69;10172;7
20000606;128;19;11;10184;7
20000607;123;72;2;10224;5
20000608;155;153;0;10190;2
20000609;212;136;0;10112;2
20000610;166;76;0;10158;6
20000611;148;79;0;10184;5
20000612;162;61;0;10246;5
20000613;169;17;0;10247;7
20000614;172;21;41;10228;8
20000615;151;70;1;10245;5
20000616;132;133;0;10291;3
20000617;149;151;0;10297;1
20000618;211;152;0;10247;2
20000619;257;153;0;10176;0
20000620;259;148;0;10126;2
20000621;205;50;23;10124;6
20000622;163;37;21;10138;6
20000623;151;21;53;10149;7
20000624;135;43;50;10147;6
20000625;127;7;13;10188;7
20000626;124;49;0;10240;5
20000627;123;92;0;10235;4
20000628;124;78;0;10204;5
20000629;132;90;0;10199;5
20000630;137;114;0;10157;3
20000701;136;1;30;10111;8
20000702;190;39;0;10105;7
20000703;194;69;14;10091;5
20000704;176;33;14;10063;7
20000705;158;2;76;10120;8
20000706;165;42;0;10194;7
20000707;140;28;0;10163;7
20000708;127;4;16;10146;7
20000709;138;0;75;9996;8
20000710;152;60;39;9899;7
20000711;133;10;25;9992;7
20000712;139;133;0;10130;4
20000713;145;5;81;10095;8
20000714;132;26;44;10065;7
20000715;128;30;48;10101;7
20000716;142;21;0;10145;7
20000717;136;16;8;10187;8
20000718;140;23;0;10194;7
20000719;161;48;2;10198;6
20000720;163;114;0;10217;4
20000721;146;28;0;10241;5
20000722;151;30;0;10207;6
20000723;165;84;0;10156;5
20000724;184;49;0;10057;7
20000725;170;20;6;10053;8
20000726;155;0;0;10108;8
20000727;165;43;70;10139;6
20000728;170;63;0;10134;6
20000729;159;20;27;10158;5
20000730;168;74;0;10215;5
20000731;183;111;0;10231;4
20000801;210;69;30;10172;5
20000802;182;115;0;10149;4
20000803;173;67;12;10156;6
20000804;165;51;0;10207;4
20000805;166;73;0;10241;3
20000806;175;52;0;10224;5
20000807;186;63;0;10222;7
20000808;173;68;14;10206;5
20000809;184;84;0;10199;5
20000810;187;6;11;10152;7
20000811;189;59;0;10155;5
20000812;176;119;0;10154;1
20000813;217;83;0;10167;3
20000814;217;46;8;10178;7
20000815;182;20;0;10185;6
20000816;183;76;0;10148;7
20000817;179;99;3;10123;4
20000818;176;67;15;10138;6
20000819;186;30;17;10116;7
20000820;175;63;29;10126;6
20000821;156;68;19;10153;5
20000822;153;66;0;10204;4
20000823;155;125;0;10246;1
20000824;156;128;0;10241;3
20000825;163;36;0;10222;4
20000826;195;103;0;10119;5
20000827;167;0;54;10145;7
20000828;144;42;8;10184;4
20000829;146;55;0;10196;4
20000830;139;96;0;10182;3
20000831;144;87;0;10121;4
20000901;157;38;25;10030;7
20000902;145;23;44;10035;7
20000903;149;37;31;10139;7
20000904;138;4;6;10212;7
20000905;154;46;5;10212;7
20000906;151;11;28;10093;7
20000907;159;26;0;10141;7
20000908;174;0;22;10188;8
20000909;173;5;24;10233;7
20000910;170;19;0;10230;5
20000911;184;105;0;10173;3
20000912;176;6;0;10106;5
20000913;160;58;0;10129;6
20000914;152;30;0;10152;6
20000915;166;30;33;10101;7
20000916;155;38;5;10039;5
20000917;130;10;34;10100;5
20000918;159;52;0;10066;7
20000919;174;107;0;10023;5
20000920;148;0;52;10069;8
20000921;137;47;2;10163;5
20000922;154;60;0;10219;5
20000923;165;104;0;10225;5
20000924;147;96;16;10177;5
20000925;152;65;5;10209;5
20000926;169;36;34;10172;7
20000927;161;64;9;10136;6
20000928;158;0;74;10045;8
20000929;169;7;3;10031;7
20000930;159;30;52;10054;7
20001001;138;0;56;10058;7
20001002;124;58;6;10065;4
20001003;127;40;0;10198;5
20001004;122;0;23;10195;7
20001005;121;21;33;10164;7
20001006;92;51;66;10215;6
20001007;84;98;0;10228;2
20001008;101;0;45;10139;7
20001009;96;61;22;10059;5
20001010;94;24;69;9858;6
20001011;104;45;54;9792;5
20001012;117;70;11;9954;4
20001013;116;84;0;10096;4
20001014;98;2;0;10172;8
20001015;103;1;30;10110;8
20001016;123;4;82;10049;8
20001017;102;77;6;10213;3
20001018;99;0;17;10205;7
20001019;107;57;49;10182;6
20001020;113;45;0;10185;6
20001021;149;15;0;10198;8
20001022;149;45;0;10248;6
20001023;146;46;16;10181;5
20001024;122;7;4;10162;7
20001025;122;3;23;10072;7
20001026;102;61;33;10112;6
20001027;108;0;94;10135;8
20001028;132;0;75;10091;8
20001029;101;52;29;10043;5
20001030;105;0;74;9878;6
20001031;92;13;15;9920;4
20001101;76;11;40;9970;4
20001102;78;21;39;9949;4
20001103;77;69;0;9963;3
20001104;68;56;23;10066;4
20001105;71;63;0;10056;5
20001106;94;20;46;9815;7
20001107;85;0;20;9791;8
20001108;82;0;37;9877;8
20001109;78;0;104;10020;8
20001110;71;0;47;10138;7
20001111;86;7;14;10133;8
20001112;87;0;115;10000;8
20001113;79;19;0;9991;7
20001114;56;24;0;10053;5
20001115;57;5;26;10096;6
20001116;72;0;64;10066;7
20001117;50;48;30;10099;4
20001118;64;36;25;10077;7
20001119;91;6;52;9957;7
20001120;63;2;43;9983;6
20001121;62;5;27;10006;6
20001122;86;31;1;10012;4
20001123;84;0;58;10005;7
20001124;70;29;6;10058;5
20001125;72;16;41;10021;7
20001126;76;13;23;9982;5
20001127;66;48;5;10127;5
20001128;119;0;44;10102;7
20001129;111;21;0;10075;6
20001130;106;59;0;10142;5
20001201;116;4;27;10094;7
20001202;105;3;11;10128;6
20001203;84;35;53;10150;4
20001204;70;15;11;10123;5
20001205;96;39;5;10109;5
20001206;109;2;17;10092;7
20001207;98;2;22;10042;7
20001208;122;17;16;9995;5
20001209;94;17;0;10084;5
20001210;96;0;49;10076;7
20001211;120;5;67;10151;7
20001212;131;0;60;10117;8
20001213;108;5;27;10055;6
20001214;74;10;31;10027;6
20001215;56;4;93;10025;7
20001216;41;0;65;10095;7
20001217;25;56;7;10139;5
20001218;32;0;0;10175;8
20001219;27;58;0;10216;4
20001220;16;54;0;10210;3
20001221;-1;65;0;10219;1
20001222;-23;66;0;10184;1
20001223;-20;66;5;10115;3
20001224;6;7;109;10028;8
20001225;-6;35;10;10006;5
20001226;-22;23;0;9947;7
20001227;-10;0;140;9912;8
20001228;5;15;35;9934;7
20001229;6;31;40;9952;5
20001230;17;7;42;10011;6
20001231;-1;46;0;10132;5
20010101;34;0;78;9966;8
20010102;87;27;9;9918;6
20010103;67;52;39;10009;6
20010104;78;0;51;9949;8
20010105;76;0;100;9874;8
20010106;59;19;29;9983;5
20010107;52;0;3;10080;6
20010108;39;15;14;10116;5
20010109;40;27;0;10142;5
20010110;24;16;0;10134;8
20010111;12;66;0;10235;3
20010112;7;16;0;10291;4
20010113;-11;70;0;10356;1
20010114;-19;0;0;10351;4
20010115;-21;72;0;10281;0
20010116;-31;72;0;10246;1
20010117;-48;67;0;10201;2
20010118;-37;0;26;10194;6
20010119;-5;2;0;10219;8
20010120;1;0;47;10238;8
20010121;-1;40;70;10208;7
20010122;28;0;26;10055;8
20010123;70;11;44;9972;7
20010124;84;23;14;9947;5
20010125;55;0;18;10014;5
20010126;45;5;9;9993;6
20010127;42;5;98;9941;8
20010128;40;38;24;10031;6
20010129;23;55;0;10169;6
20010130;7;10;0;10226;5
20010131;11;9;0;10251;7
20010201;6;14;7;10280;8
20010202;5;0;113;10176;8
20010203;6;0;155;10044;8
20010204;27;0;174;9996;8
20010205;88;1;62;9930;7
20010206;106;3;37;9979;8
20010207;101;42;37;10006;7
20010208;86;21;106;9956;8
20010209;27;69;2;10177;6
20010210;25;77;9;10304;5
20010211;99;1;5;10287;8
20010212;100;0;40;10232;8
20010213;58;62;0;10344;5
20010214;33;30;0;10349;5
20010215;43;90;0;10315;0
20010216;24;0;21;10301;6
20010217;41;0;0;10393;7
20010218;48;22;0;10404;7
20010219;51;12;15;10359;7
20010220;53;31;0;10324;7
20010221;64;14;43;10247;7
20010222;55;51;16;10141;6
20010223;26;75;22;10052;6
20010224;-10;92;32;10112;4
20010225;10;54;40;10098;6
20010226;19;80;4;10049;5
